Age at enrollment,avg_grade,avg_success_rate,financial_issue,Scholarship holder,Gender,Daytime/evening attendance,Curricular units 1st sem (enrolled),Curricular units 2nd sem (enrolled),Target
21,13.0,1.0,0,0,0,1,9,9,2
18,14.428571428571429,0.875,0,1,0,1,8,8,2
18,13.794642857142858,1.0,0,0,0,1,6,6,2
18,13.160666666666666,0.875,0,0,0,1,7,8,2
20,12.00875,0.8660714285714286,0,0,0,1,7,8,2
18,13.3,1.0,0,1,0,1,5,5,2
18,0.0,0.0,0,0,0,1,6,6,0
20,11.7,1.0,0,1,0,1,5,5,2
20,12.333333333333334,1.0,0,0,0,1,6,6,2
19,5.5,0.4,1,1,0,1,5,5,0
19,13.045454545454545,1.0,0,1,0,1,11,11,2
18,5.5,0.08333333333333333,1,1,0,1,6,6,0
19,12.05952380952381,1.0,1,1,0,1,6,6,2
20,12.98125,1.0,0,1,0,1,8,8,2
21,11.266666666666666,0.9285714285714286,0,0,0,1,7,5,2
21,11.68,0.75,0,0,0,1,8,8,2
20,14.0,1.0,0,0,0,1,6,6,2
19,13.0,1.0,0,0,0,1,7,7,2
21,11.0,0.4,1,0,0,1,5,5,0
18,13.0,1.0,0,0,0,1,5,5,2
19,11.933333333333334,0.8333333333333334,0,1,0,1,6,6,2
18,14.025,1.0,0,0,0,1,7,8,2
19,13.314285714285717,0.875,0,1,0,1,8,8,2
18,10.55,0.6,0,1,0,1,5,5,2
18,11.375,0.6666666666666666,0,1,0,1,6,6,1
18,13.785714285714285,1.0,0,0,0,1,6,6,2
18,14.410714285714285,0.9,0,1,0,1,5,5,2
18,6.5,0.16666666666666666,0,0,0,1,6,6,0
18,14.166666666666668,1.0,0,1,0,1,6,6,1
18,0.0,0.0,0,0,0,1,6,6,0
18,13.583333333333332,1.0,0,0,0,1,6,6,2
20,12.416666666666668,1.0,0,1,0,1,2,6,2
18,11.466666666666667,0.8333333333333334,0,0,0,1,6,6,1
18,11.100000000000001,0.8333333333333334,0,0,0,1,6,6,2
20,12.791428571428572,0.875,0,1,0,1,8,8,2
40,11.4125,0.8571428571428572,0,0,0,1,8,7,2
18,12.212936507936508,0.8660714285714286,0,1,0,1,7,8,2
19,11.899999999999999,0.8333333333333334,0,0,0,1,6,6,2
24,0.0,0.0,0,0,0,0,5,5,0
19,13.166666666666666,1.0,0,0,0,1,6,6,0
19,14.1,0.875,0,0,0,1,8,8,2
20,12.669761904761904,0.8660714285714286,0,1,0,1,7,8,2
18,15.550892857142856,1.0,0,0,0,1,7,8,2
18,0.0,0.0,0,1,0,1,0,0,2
19,14.575,1.0,0,0,0,1,7,8,2
18,15.024999999999999,1.0,0,0,0,1,7,8,0
19,13.0,0.9166666666666667,0,0,0,1,6,6,2
19,15.325,1.0,0,1,0,1,7,8,2
19,14.185714285714287,0.9375,0,1,0,1,7,8,2
19,12.369285714285715,0.9375,0,1,0,1,7,8,0
19,14.566666666666668,0.8571428571428571,0,0,0,1,7,7,2
25,11.225,0.9,1,0,0,1,5,5,0
20,12.685714285714283,0.875,0,0,0,1,8,8,2
23,13.410714285714285,0.6111111111111112,1,0,0,1,9,9,0
20,0.0,0.0,0,0,0,1,6,6,0
27,11.083333333333332,0.9166666666666667,0,0,0,0,6,6,2
18,14.445,1.0,0,0,0,1,8,8,2
18,12.675,0.75,1,0,0,1,6,6,1
23,14.3125,0.8583333333333334,1,0,0,0,12,10,0
19,13.416666666666666,0.8571428571428571,0,1,0,1,7,7,2
18,11.866666666666667,1.0,0,0,0,1,5,5,2
20,13.95625,1.0,0,0,0,1,7,8,2
18,13.0,0.75,0,0,0,1,6,6,2
19,14.75,1.0,0,1,0,1,8,8,2
19,13.738095238095237,1.0,0,1,0,1,6,6,2
19,12.5,0.75,0,0,0,1,6,6,1
18,14.303571428571429,0.9,0,0,0,1,5,5,2
18,12.7,0.9166666666666667,0,0,0,1,6,6,2
18,12.666666666666668,1.0,0,0,0,1,6,6,2
28,11.863636363636363,1.0,1,0,0,1,11,8,0
19,13.25,0.41666666666666663,0,0,0,1,6,6,0
20,0.0,0.0,1,0,0,1,0,0,0
19,13.573809523809523,0.8660714285714286,0,1,0,1,7,8,2
20,12.916666666666666,1.0,0,1,0,1,6,6,2
19,12.1,0.8333333333333334,0,1,0,1,6,6,2
21,12.399999999999999,0.75,0,0,0,1,6,6,1
19,14.142857142857142,1.0,0,1,0,1,7,7,2
18,12.669642857142858,1.0,0,1,0,1,6,6,2
19,0.0,0.0,0,0,0,1,6,6,0
19,13.666666666666666,1.0,0,1,0,1,6,6,2
20,12.083333333333332,0.9166666666666667,1,0,0,1,6,6,2
18,12.366666666666667,0.7857142857142857,0,0,0,1,7,7,1
18,0.0,0.0,0,0,0,1,0,0,1
18,12.0,0.9,0,0,0,1,5,5,2
18,0.0,0.0,0,0,0,1,6,6,0
18,11.333333333333332,0.9166666666666667,0,0,0,1,6,6,2
20,11.785714285714285,0.9166666666666667,0,0,0,1,6,6,0
19,12.929285714285715,1.0,0,1,0,1,7,8,2
21,12.166666666666666,0.5,1,0,0,1,6,6,0
20,0.0,0.0,1,0,0,1,6,6,0
18,11.725,0.75,0,0,0,1,6,6,2
20,12.75,1.0,0,1,0,1,6,6,2
19,14.07125,1.0,0,1,0,1,8,8,2
22,13.725,0.9,0,0,0,1,5,5,0
22,0.0,0.0,1,0,0,1,6,2,0
18,11.125,0.5833333333333333,0,0,0,1,6,6,1
21,10.869047619047619,0.6499999999999999,0,0,0,1,10,10,1
19,12.3,0.5833333333333334,0,0,0,1,6,6,2
19,0.0,0.0,0,0,0,1,0,0,0
20,14.901428571428571,0.875,0,1,0,1,8,8,0
18,12.547777777777778,1.0,1,1,0,1,7,8,2
22,10.8,0.7916666666666667,1,0,0,0,12,5,0
20,12.533333333333333,0.9,0,0,0,1,5,5,2
19,12.333333333333332,1.0,0,0,0,1,6,6,2
19,12.732142857142858,0.9375,0,1,0,1,7,8,2
20,12.559999999999999,0.7857142857142857,0,1,0,1,7,7,1
25,11.0,0.6,0,0,0,0,5,5,1
19,13.90904761904762,0.8660714285714286,0,1,0,1,7,8,2
19,13.11625,1.0,0,0,0,1,8,8,2
19,0.0,0.0,1,0,0,1,5,6,0
20,13.135714285714286,0.8660714285714286,0,0,0,1,7,8,2
25,11.778571428571428,0.8125,0,0,0,1,7,8,1
20,12.333333333333334,0.8571428571428571,0,1,0,1,7,7,2
24,16.075,0.75,0,0,0,1,6,6,1
20,13.266666666666666,1.0,0,0,0,1,5,5,2
21,13.924652777777776,1.0,0,0,0,1,7,8,2
19,13.0,0.9166666666666667,1,1,0,1,6,6,2
19,13.166666666666668,1.0,0,1,0,1,6,6,2
21,13.1,0.9,0,1,0,1,5,5,2
28,16.79388888888889,1.0,0,0,0,1,7,8,2
19,10.8,0.8333333333333334,1,1,0,1,6,6,2
18,13.8,1.0,0,1,0,1,5,5,2
18,12.114285714285714,0.875,0,1,0,1,8,8,2
18,13.05875,1.0,0,1,0,1,8,8,2
22,13.285714285714286,0.875,0,0,0,1,8,8,2
19,10.833333333333332,0.7,0,0,0,1,5,5,1
18,14.616964285714285,1.0,0,1,0,1,7,8,2
20,0.0,0.0,1,0,0,1,6,6,0
26,11.125,0.37222222222222223,1,0,0,1,9,10,0
18,13.8125,1.0,0,1,0,1,6,6,2
21,11.916666666666666,0.75,0,1,0,1,6,6,0
18,13.297142857142855,0.875,0,0,0,1,8,8,2
20,14.086538461538462,1.0,0,0,0,1,6,6,2
18,13.101666666666667,0.9375,0,0,0,1,7,8,2
19,11.7,0.8,0,1,0,1,5,5,1
20,14.375,0.8,0,0,0,1,5,5,0
18,12.952380952380953,1.0,1,1,0,1,6,6,2
20,12.3125,0.7,0,1,0,1,5,5,1
22,12.8,0.8333333333333334,0,0,0,0,6,6,2
18,0.0,0.0,0,0,0,1,0,0,1
21,11.45,0.9,0,0,0,0,5,5,2
18,12.083333333333332,0.8571428571428571,0,0,0,1,7,7,1
18,13.485714285714284,0.875,0,0,0,1,8,8,2
18,11.642857142857142,1.0,0,1,0,1,6,6,2
19,0.0,0.0,0,0,0,1,0,0,0
19,12.380952380952381,0.6,0,0,0,1,5,5,1
19,13.35,0.7142857142857143,0,0,0,1,7,7,1
19,13.258571428571427,0.875,0,0,0,1,8,8,2
19,12.125,0.8,0,0,0,1,5,5,1
19,10.833333333333332,0.3333333333333333,1,0,0,1,6,6,0
21,13.035714285714285,1.0,0,1,0,1,6,6,2
20,11.816666666666666,0.8333333333333334,0,1,0,1,6,6,2
20,13.742857142857144,1.0,0,1,0,1,5,5,2
41,11.4,1.0,0,0,0,0,5,5,2
32,13.13125,0.7857142857142857,0,0,0,1,7,7,1
18,14.652857142857142,0.875,0,0,0,1,8,8,2
35,11.333333333333334,1.0,0,1,0,0,6,6,2
32,6.85,0.2857142857142857,1,0,0,1,7,7,0
37,14.238636363636363,1.0,0,0,0,0,11,8,2
30,11.446428571428571,0.9375,0,0,0,1,7,8,0
23,12.666666666666668,0.9166666666666667,0,0,1,1,6,6,2
20,13.928571428571429,1.0,0,1,0,1,6,6,0
21,11.625,0.8,0,0,1,1,5,5,2
19,12.2,1.0,0,0,1,1,5,5,2
18,15.07,0.875,0,1,1,1,8,8,2
18,11.0,0.2,0,0,1,1,5,5,0
24,12.333333333333332,0.9,0,0,1,0,5,5,1
22,12.8,0.6666666666666666,0,0,1,1,6,6,2
18,11.125,0.5833333333333333,0,0,1,1,6,6,0
18,12.869047619047619,0.9166666666666667,0,0,0,1,6,6,2
21,14.399999999999999,0.8333333333333334,0,0,1,1,6,6,2
38,10.916666666666668,0.3571428571428571,1,0,0,1,7,7,0
19,12.56875,1.0,0,1,0,1,7,8,2
36,11.916666666666668,0.5,0,0,0,1,7,7,0
18,11.875,0.8,0,0,0,1,5,5,2
19,12.253125,0.875,0,0,0,1,7,8,2
21,13.475,0.6777777777777778,1,0,0,1,10,9,0
19,12.765833333333333,0.8035714285714286,0,0,0,1,7,8,1
18,11.714285714285715,0.9166666666666667,0,1,0,1,6,6,2
45,12.83409090909091,1.0,0,0,0,1,11,10,1
20,10.5,0.2,0,0,0,1,5,5,0
18,11.583333333333332,0.8333333333333333,1,0,0,1,6,6,2
18,13.571428571428571,1.0,0,1,0,1,6,6,2
25,0.0,0.0,0,0,0,1,5,5,0
19,12.04142857142857,0.875,0,0,0,1,8,8,2
18,0.0,0.0,0,1,0,1,0,0,2
39,14.176282051282051,1.0,0,0,0,1,13,12,2
29,15.376068376068377,1.0,0,0,0,1,18,13,2
18,12.107142857142858,0.9285714285714286,0,0,0,1,7,7,1
23,5.0,0.3333333333333333,1,0,0,1,3,6,0
21,11.291666666666668,0.5833333333333333,0,0,0,1,6,6,0
18,14.833333333333332,1.0,1,0,0,1,6,6,2
23,15.973214285714285,1.0,0,0,0,1,6,6,2
18,15.142857142857142,1.0,0,0,0,1,6,6,2
32,12.983333333333334,0.9166666666666667,0,0,0,0,6,6,2
29,12.733333333333334,0.5,1,0,0,1,5,5,0
20,11.675,0.75,1,1,0,1,6,6,2
28,6.5,0.08333333333333333,1,0,0,1,6,6,0
27,12.8125,0.7,0,0,0,1,5,5,2
22,12.333333333333334,0.8571428571428571,1,0,0,1,14,14,2
37,12.8875,1.0,1,0,0,1,6,6,1
28,5.5,0.08333333333333333,1,0,0,0,6,6,0
43,11.375,0.6666666666666666,1,0,0,1,6,6,0
32,0.0,0.0,1,0,0,1,7,8,0
20,11.125,0.75,0,1,0,1,6,6,1
35,13.63,1.0,0,1,0,1,8,8,2
21,12.25,0.7,0,0,0,1,5,5,2
18,12.88095238095238,0.9285714285714286,0,1,0,1,7,7,1
18,16.63888888888889,1.0,0,1,0,1,7,8,2
18,12.0,0.75,0,0,0,1,6,6,2
22,12.892857142857142,1.0,0,0,0,0,6,6,2
19,12.764285714285714,0.875,0,0,0,1,8,8,2
18,12.958333333333332,1.0,0,1,0,1,5,5,2
19,0.0,0.0,1,0,0,1,0,0,0
18,15.143809523809521,1.0,0,1,0,1,7,8,2
31,0.0,0.0,1,0,0,0,5,5,0
33,13.166666666666668,0.9166666666666667,1,1,0,0,6,6,2
19,13.57625,1.0,0,1,0,1,8,8,2
18,15.488095238095237,1.0,0,1,0,1,6,6,2
23,11.133333333333333,0.8,0,0,0,1,5,5,2
20,11.6,0.9166666666666667,0,0,0,1,6,6,2
18,13.76375,1.0,0,0,0,1,8,8,2
21,12.725,0.7222222222222222,1,0,0,1,9,9,1
22,11.457142857142856,0.8333333333333334,0,1,0,1,6,6,2
20,11.916666666666666,1.0,1,0,0,1,6,6,2
23,14.357142857142858,0.8571428571428571,0,0,0,1,7,7,2
19,12.75,1.0,0,0,0,1,6,6,2
19,13.925714285714283,0.875,0,0,0,1,8,8,2
26,11.5,0.5,0,0,0,0,5,5,0
18,13.593650793650792,1.0,0,0,0,1,7,8,2
18,8.0,0.1,0,0,1,1,5,5,0
20,13.1625,1.0,0,0,1,1,6,6,2
19,0.0,0.0,0,0,1,1,6,6,0
32,11.2,0.7777777777777778,1,0,1,0,9,4,0
31,11.333333333333332,0.55,1,0,1,1,4,5,0
25,10.5,0.2,0,0,1,1,5,5,1
21,13.333333333333332,0.8333333333333334,0,0,0,1,6,6,2
31,10.875,0.43333333333333335,1,0,0,0,6,5,0
34,11.5,0.14285714285714285,0,0,0,1,7,7,0
18,13.166666666666668,1.0,0,1,0,1,6,6,2
19,0.0,0.0,1,0,0,1,6,6,0
21,11.5,0.16666666666666666,1,0,0,1,6,6,1
18,12.4,0.6666666666666667,1,0,0,1,6,6,0
20,15.416666666666668,1.0,0,0,0,1,6,6,2
20,12.345238095238095,1.0,0,0,0,1,6,6,2
18,12.166666666666668,0.8333333333333334,0,1,0,1,6,6,2
19,12.041666666666668,0.8333333333333333,0,0,0,1,6,6,2
19,7.375,0.4,0,0,0,1,5,5,1
30,5.0,0.08333333333333333,0,1,0,1,6,6,0
19,12.428571428571429,1.0,0,0,0,1,6,6,2
19,12.738888888888887,1.0,0,0,0,1,7,8,2
19,13.6,0.875,0,1,0,1,8,8,2
19,15.9375,1.0,0,0,0,1,6,6,2
20,11.65,0.9166666666666667,0,0,0,1,6,6,2
25,7.0,0.16666666666666666,1,0,1,1,5,6,0
19,0.0,0.0,0,0,1,1,6,6,0
34,16.17142857142857,1.0,1,1,0,1,6,6,2
18,11.785714285714286,0.875,0,1,0,1,8,8,2
18,13.42375,1.0,0,1,0,1,8,8,2
20,13.333333333333332,0.9166666666666667,0,0,0,1,6,6,2
20,12.464285714285714,0.875,0,1,0,1,8,8,2
23,12.4875,0.6414141414141414,1,0,0,0,11,9,1
28,5.0,0.08333333333333333,0,0,0,1,6,6,0
18,12.514285714285714,0.9166666666666667,0,0,0,1,6,6,1
19,12.5,0.9,0,0,0,1,5,5,2
34,11.0,0.6000000000000001,0,0,0,1,5,5,0
35,0.0,0.0,0,0,0,1,7,6,0
32,11.966666666666667,1.0,0,0,0,0,5,5,2
19,12.833333333333332,1.0,0,0,0,1,6,6,2
18,13.133333333333333,0.75,0,0,0,1,6,6,2
35,12.15,0.9,1,0,0,1,5,5,0
24,11.875,0.6666666666666666,0,1,1,0,6,6,1
20,12.169642857142858,1.0,0,1,0,1,6,6,2
18,13.25,1.0,0,1,1,1,6,6,2
20,13.024285714285714,0.875,0,1,1,1,8,8,2
18,0.0,0.0,1,0,1,1,6,6,0
18,17.952380952380953,1.0,0,1,1,1,5,5,2
20,11.25,0.8,0,1,1,1,5,5,2
19,13.083333333333332,0.8571428571428571,0,0,1,1,7,7,0
20,12.5875,0.9166666666666667,0,1,1,1,6,6,1
19,12.333333333333334,1.0,0,0,1,1,6,6,2
20,12.05,0.75,0,0,1,1,6,6,2
22,14.052380952380954,0.8660714285714286,0,0,1,1,7,8,2
18,13.5625,0.9,0,1,1,1,5,6,1
19,14.285714285714286,0.875,0,0,1,1,8,8,2
22,10.875,0.41666666666666663,0,0,1,1,6,6,0
20,16.200000000000003,1.0,0,0,1,1,5,5,2
34,0.0,0.0,1,0,1,1,6,6,0
24,5.0,0.08333333333333333,0,0,1,0,6,5,0
26,0.0,0.0,0,0,1,1,5,5,0
35,12.49,0.6428571428571428,0,0,1,1,7,7,0
22,12.114285714285714,1.0,0,0,1,0,5,5,2
26,11.0,0.5833333333333333,0,0,1,1,6,6,1
19,6.166666666666667,0.3,0,0,1,1,5,5,0
19,0.0,0.0,1,0,1,1,6,6,0
20,0.0,0.0,1,0,1,1,0,0,2
21,12.716666666666667,0.9545454545454546,1,0,1,1,11,8,2
19,14.857142857142858,1.0,0,1,0,1,6,6,2
18,12.75,1.0,0,0,0,1,6,6,2
23,13.842307692307692,1.0,0,1,0,1,12,10,2
18,12.8,1.0,0,1,0,1,5,5,2
18,13.314285714285717,0.875,0,0,0,1,8,8,2
19,11.98857142857143,0.875,0,0,0,1,8,8,2
21,12.217171717171716,0.9444444444444444,0,0,0,1,11,9,2
18,15.16826923076923,1.0,0,1,0,1,6,6,2
24,13.25,1.0,0,1,0,1,6,6,2
18,13.030555555555555,1.0,0,0,0,1,7,8,0
18,12.166666666666668,0.75,0,0,0,1,6,6,1
20,14.51,0.8660714285714286,0,0,0,1,7,8,2
19,11.875,0.7,0,0,0,1,5,5,1
18,11.333333333333332,0.5,1,1,0,1,6,6,0
19,11.5,0.5833333333333333,0,1,0,1,6,6,0
19,11.899999999999999,0.8333333333333334,0,0,0,1,6,6,2
18,12.25,1.0,1,0,0,1,6,6,2
20,13.75,0.8571428571428571,0,0,0,1,7,7,1
18,13.76375,1.0,0,1,0,1,8,8,2
19,12.600000000000001,0.8571428571428571,0,1,0,1,7,7,2
18,11.333333333333332,0.6000000000000001,0,0,0,1,5,5,1
18,14.333333333333334,0.8571428571428571,0,0,0,1,7,7,2
21,12.583333333333332,0.5,0,0,0,1,6,6,1
19,5.0,0.08333333333333333,1,0,0,1,6,6,0
21,14.659236111111111,1.0,0,0,0,1,7,8,2
18,12.625,0.5833333333333333,0,0,0,1,6,6,1
18,13.384027777777778,1.0,0,1,0,1,7,8,2
18,13.847222222222221,1.0,0,0,0,1,7,8,2
23,6.0,0.1,1,0,0,1,5,5,0
20,11.6,0.5833333333333333,0,0,0,1,6,6,1
18,13.30952380952381,1.0,0,0,0,1,7,8,2
19,11.7,0.8333333333333334,0,0,0,1,6,6,1
27,12.142857142857142,0.8571428571428571,0,1,0,1,7,7,1
19,12.4,0.9,1,1,0,1,5,5,1
21,11.25,0.8333333333333334,0,0,0,1,6,6,0
19,11.4,0.875,0,1,0,1,8,8,2
21,11.833333333333334,1.0,0,1,0,1,6,6,2
18,12.5,0.75,0,0,0,1,6,6,2
20,13.5,0.9,0,1,0,1,5,5,2
18,13.25,0.8333333333333334,0,1,0,1,6,6,2
18,11.416666666666668,1.0,1,1,0,1,6,6,0
18,13.666666666666668,1.0,0,0,0,1,6,6,2
18,12.916666666666668,1.0,0,1,0,1,6,6,2
19,12.77,0.8571428571428572,0,1,0,1,7,7,1
23,13.25,0.9444444444444444,1,0,0,1,11,9,1
24,12.666666666666668,1.0,0,1,0,1,6,6,2
19,0.0,0.0,0,0,0,1,0,0,2
18,15.657142857142857,0.875,0,0,0,1,8,8,2
19,11.75,1.0,0,0,0,1,6,6,2
19,0.0,0.0,0,0,0,1,6,6,0
20,10.883333333333333,0.8333333333333334,0,1,0,1,6,6,1
20,13.047619047619047,0.9166666666666667,0,0,0,1,6,6,1
26,5.875,0.3333333333333333,0,0,0,1,6,6,0
36,0.0,0.0,1,0,1,1,5,5,0
19,0.0,0.0,1,0,1,1,0,0,0
27,0.0,0.0,1,0,1,1,5,5,0
18,6.5,0.1,0,0,1,1,5,5,0
18,13.331428571428573,0.875,0,1,1,1,8,8,2
28,0.0,0.0,0,0,1,1,6,6,0
21,0.0,0.0,0,0,1,1,0,0,2
19,13.7,0.8571428571428571,0,0,1,1,7,7,2
26,0.0,0.0,1,0,1,1,5,5,0
20,13.664772727272728,0.9285714285714286,0,0,1,1,9,7,0
19,12.2,0.875,0,0,1,1,8,8,2
21,10.5,0.7,0,0,1,1,5,5,0
23,12.928571428571429,0.9166666666666667,0,1,1,1,6,6,2
29,13.0,1.0,0,0,1,0,6,6,2
20,15.028571428571428,0.875,0,0,1,1,8,8,2
18,11.857142857142858,1.0,0,0,1,1,6,6,2
19,12.2,0.8333333333333334,0,0,1,1,6,6,2
23,12.5,0.4017857142857143,1,0,1,1,7,8,0
21,0.0,0.0,0,0,1,1,0,0,0
18,12.25,0.9,0,0,1,1,5,5,1
18,0.0,0.0,0,1,1,1,0,0,2
21,7.0,0.08333333333333333,1,0,1,1,6,6,0
22,0.0,0.0,0,0,1,1,6,6,0
21,12.479166666666668,0.8571428571428572,0,0,1,1,7,7,2
32,0.0,0.0,1,0,1,1,7,8,0
27,11.248987854251013,1.0,0,0,1,1,18,13,2
18,13.35,0.8571428571428571,0,0,1,1,7,7,2
24,15.5,0.6666666666666666,0,1,1,1,6,6,2
22,5.25,0.2,0,0,1,1,5,5,0
22,0.0,0.0,1,0,1,1,6,4,0
19,12.541666666666668,1.0,0,0,1,1,5,5,2
19,0.0,0.0,0,0,1,1,5,5,0
21,11.05,0.7,0,0,1,1,5,5,1
18,13.88125,1.0,0,1,0,1,8,8,2
18,11.966666666666667,0.9166666666666667,0,0,0,1,6,6,2
20,0.0,0.0,1,0,0,1,0,0,0
19,13.261904761904763,1.0,0,0,0,1,6,6,2
19,12.05,0.9166666666666667,1,0,0,1,6,6,2
18,11.366666666666667,0.9166666666666667,0,1,0,1,6,6,2
20,13.166666666666668,1.0,0,0,0,1,6,6,1
22,13.674603174603176,1.0,1,1,0,1,7,9,2
31,12.030952380952382,0.9285714285714286,0,0,0,1,7,7,2
19,14.285714285714285,1.0,0,1,0,1,7,7,2
18,0.0,0.0,0,0,0,1,0,0,1
18,12.342857142857143,0.9166666666666667,0,1,0,1,6,6,2
21,14.100000000000001,1.0,0,0,0,1,5,5,2
18,14.109375,1.0,0,1,0,1,7,8,2
25,0.0,0.0,1,0,1,1,5,5,0
21,0.0,0.0,1,0,1,1,5,6,0
19,12.342857142857143,0.875,0,1,0,1,8,8,2
19,11.5,0.8333333333333334,0,0,0,1,6,6,1
22,10.75,0.41666666666666663,0,0,0,1,6,6,0
19,11.1,1.0,0,0,1,1,5,5,2
58,0.0,0.0,0,0,0,0,6,6,0
19,11.625,0.8333333333333333,0,1,0,1,6,6,2
23,11.1,0.8333333333333333,0,0,1,1,9,10,2
19,11.333333333333332,0.5833333333333333,0,1,0,1,6,6,1
18,13.984821428571427,1.0,0,0,0,1,7,8,2
20,12.466666666666667,0.9,0,0,0,1,5,5,2
18,0.0,0.0,1,0,0,1,6,6,0
18,13.633333333333333,0.9166666666666667,0,0,0,1,6,6,2
18,11.7,1.0,1,1,0,1,5,5,2
24,12.702380952380953,0.9166666666666667,0,0,0,1,6,6,0
18,11.600000000000001,0.8333333333333334,0,0,0,1,6,6,0
19,12.133333333333333,0.8,0,1,0,1,5,5,1
19,11.583333333333334,1.0,0,1,0,1,6,6,2
18,11.083333333333332,1.0,0,0,0,1,6,6,2
18,13.45,0.9,0,0,0,1,5,5,1
19,0.0,0.0,0,1,0,1,0,0,2
22,12.416666666666668,0.8333333333333333,0,0,0,1,6,6,2
19,13.45,0.5833333333333334,0,0,0,1,6,6,1
21,11.225,0.5833333333333333,0,1,0,1,6,6,1
21,12.916666666666668,0.9166666666666667,0,1,0,1,6,6,2
18,12.90857142857143,0.875,0,1,0,1,8,8,2
20,11.0,0.41666666666666663,0,0,0,1,6,6,0
18,10.916666666666668,0.9166666666666667,0,1,0,1,6,6,1
19,15.583333333333334,1.0,0,0,0,1,6,6,2
18,12.845833333333335,0.8035714285714286,0,1,0,1,7,8,1
26,13.5,0.5952380952380952,1,0,1,1,7,6,0
19,12.25,0.3666666666666667,1,0,0,1,6,5,1
35,12.333333333333332,1.0,0,0,0,0,6,6,2
19,13.666666666666668,1.0,0,1,0,1,6,6,2
18,12.160714285714285,0.9,0,0,1,1,5,5,2
19,13.375,0.8,0,0,1,1,5,5,2
25,11.833333333333332,1.0,0,0,1,1,17,17,2
18,14.333333333333332,1.0,0,0,1,1,6,6,2
26,0.0,0.0,1,0,1,1,6,6,0
34,13.816666666666666,1.0,0,0,1,0,5,5,2
18,0.0,0.0,1,0,1,1,5,5,0
18,0.0,0.0,1,0,1,1,0,0,0
18,12.291666666666668,0.7,0,1,1,1,5,5,0
20,12.583333333333332,0.5,0,0,1,1,6,6,0
25,12.563492063492063,0.9285714285714286,0,0,1,1,7,9,2
18,12.083333333333332,0.9166666666666667,0,0,1,1,6,6,0
19,12.153846153846153,0.9583333333333333,0,0,1,1,12,12,2
20,0.0,0.0,0,0,1,1,0,0,0
20,11.583333333333332,0.9285714285714286,0,1,1,1,7,6,2
20,11.925,0.8,0,0,1,1,5,5,1
19,0.0,0.0,0,1,1,1,5,5,0
20,12.5,0.9,0,0,1,1,5,5,1
18,13.009166666666667,0.8035714285714286,0,0,1,1,7,8,1
19,11.25,0.41666666666666663,0,0,1,1,6,6,1
20,0.0,0.0,1,0,1,1,5,5,0
24,11.5,0.6666666666666666,0,0,1,1,6,6,0
20,12.57857142857143,0.9166666666666667,0,0,1,1,6,6,2
19,11.833333333333332,0.7,0,0,1,1,5,5,1
23,11.5,0.30000000000000004,0,0,1,1,5,5,0
20,11.116666666666667,0.9166666666666667,0,0,1,1,6,6,1
21,12.602272727272728,0.8636363636363636,0,0,1,0,11,11,2
20,5.5,0.3,0,0,1,1,5,5,0
21,13.725,0.8,0,0,1,1,5,5,1
18,14.833333333333332,1.0,0,1,1,1,6,6,2
18,13.0,1.0,0,0,1,1,6,6,2
18,11.7,0.9,0,0,1,1,5,5,1
20,11.55,0.75,0,0,1,1,6,6,1
18,11.80952380952381,1.0,0,1,1,1,6,6,2
19,0.0,0.0,0,0,1,1,6,6,0
20,12.25,0.6000000000000001,0,0,1,1,5,5,1
19,12.3,0.9,0,0,1,1,5,5,2
33,12.0,0.4,1,0,1,0,5,5,0
21,13.333333333333332,1.0,0,0,1,1,12,11,2
25,7.25,0.16666666666666666,1,0,1,1,6,6,0
20,6.6,0.3333333333333333,0,1,1,1,6,6,0
22,13.483333333333334,0.6696428571428572,0,1,1,1,7,8,0
39,11.291666666666668,0.8333333333333333,0,0,0,1,6,6,2
21,14.797619047619047,1.0,0,1,1,1,6,6,2
19,12.283333333333333,0.8333333333333333,0,1,0,1,6,6,2
26,10.983333333333334,0.8571428571428571,0,1,0,1,7,7,2
19,11.125,0.75,0,1,0,1,6,6,2
20,13.835164835164836,0.8472222222222222,1,1,0,1,12,9,2
25,11.742857142857144,0.9166666666666667,0,1,0,1,6,6,1
24,0.0,0.0,0,0,1,0,6,6,0
20,13.916666666666668,0.9,0,0,1,1,5,5,2
29,14.805555555555555,1.0,0,0,1,1,6,6,2
20,11.25,1.0,0,0,1,1,6,6,2
20,10.625,0.5,0,0,1,1,6,6,0
24,12.3,0.75,0,1,1,1,6,6,2
24,0.0,0.0,1,0,1,1,7,7,0
23,13.971428571428572,1.0,0,0,1,1,5,5,2
20,14.136607142857141,1.0,0,0,1,1,7,8,2
19,13.428571428571429,0.9166666666666667,0,0,1,1,6,6,2
28,12.166666666666668,0.9166666666666667,0,0,1,1,6,6,1
20,13.022222222222222,0.9166666666666667,0,1,1,1,6,6,2
18,13.928571428571429,1.0,0,0,1,1,6,6,2
20,6.0,0.08333333333333333,1,0,1,1,6,6,0
33,14.016666666666666,1.0,0,0,1,0,5,5,2
35,12.09,0.7142857142857143,0,0,0,1,7,7,1
27,12.457142857142856,0.875,0,0,0,1,8,8,1
19,11.5,0.5,1,0,0,1,6,6,0
31,10.5,0.8,0,1,0,0,5,5,1
19,0.0,0.0,0,0,1,1,0,0,2
22,13.5,1.0,0,0,1,1,13,12,2
