Age at enrollment,avg_grade,avg_success_rate,financial_issue,Scholarship holder,Gender,Daytime/evening attendance,Curricular units 1st sem (enrolled),Curricular units 2nd sem (enrolled)
18,13.8,1.0,0,1,0,1,5,5
51,0.0,0.0,0,0,1,0,4,5
36,0.0,0.0,1,0,0,0,5,5
21,12.2,0.9545454545454546,0,0,0,1,10,11
18,12.75,0.8,0,0,0,1,5,5
24,10.839285714285715,0.6666666666666666,0,0,1,1,6,6
18,0.0,0.0,0,0,0,1,0,0
19,0.0,0.0,0,1,1,1,0,0
26,13.416666666666668,0.7083333333333333,0,0,0,1,12,12
19,12.993749999999999,1.0,0,0,0,1,7,8
26,12.630952380952381,1.0,0,0,1,1,6,6
19,11.25,0.6666666666666666,1,0,0,1,6,6
18,12.8,0.6666666666666666,0,0,1,1,6,6
20,10.375,0.5,0,1,0,1,6,6
18,14.428571428571429,1.0,0,0,0,1,6,6
34,13.816666666666666,1.0,0,0,1,0,5,5
31,11.0,0.25,0,0,1,1,6,6
18,15.7,0.875,0,0,0,1,8,8
32,5.75,0.125,1,0,1,1,8,7
18,13.785714285714285,0.8333333333333333,0,0,1,1,6,6
17,12.75,1.0,0,1,0,1,6,6
21,5.25,0.2,0,0,1,1,5,5
26,10.464285714285715,0.6,1,0,1,0,8,10
20,0.0,0.0,1,0,1,1,5,5
26,0.0,0.0,0,0,0,1,6,6
20,11.25,0.5833333333333333,0,1,0,1,6,6
18,12.0,0.6666666666666666,0,0,0,1,6,6
18,0.0,0.0,0,0,1,1,6,6
19,14.935714285714283,0.875,0,1,1,1,8,8
18,6.0,0.1,0,0,1,1,5,5
19,14.285714285714285,1.0,0,1,0,1,7,7
24,12.0,0.5,1,0,0,1,6,6
32,0.0,0.0,0,0,0,0,6,6
20,12.714285714285715,0.9,0,0,0,1,5,5
18,11.214285714285715,1.0,0,0,0,1,6,6
19,13.0,0.30000000000000004,0,0,1,1,5,5
28,0.0,0.0,1,0,1,1,5,5
18,11.416666666666668,0.5,0,0,0,1,5,5
18,13.030555555555555,1.0,0,0,0,1,7,8
19,11.666666666666666,0.6,0,1,1,1,5,5
19,13.916666666666668,1.0,0,0,0,1,6,6
18,12.45,0.5833333333333334,1,0,0,1,6,6
20,11.69047619047619,1.0,0,0,0,1,9,7
28,10.916666666666668,0.9166666666666667,1,1,0,1,6,6
19,10.482142857142858,0.8333333333333333,0,0,0,1,6,6
41,14.25,1.0,0,0,0,0,10,10
19,11.5,0.8,0,0,1,1,5,5
20,12.0,1.0,0,0,0,1,6,6
45,0.0,0.0,0,0,1,0,5,5
28,13.541666666666668,0.9,0,0,1,0,5,5
22,0.0,0.0,0,0,1,1,6,6
34,11.5,0.14285714285714285,0,0,0,1,7,7
18,11.275,0.8,0,1,1,1,5,5
26,11.75,0.5,0,0,1,0,5,5
20,12.636363636363637,1.0,1,0,0,1,10,11
20,12.666666666666668,0.8333333333333333,0,0,1,1,6,6
20,12.125,0.5,0,0,1,1,5,5
21,13.333333333333332,0.8333333333333334,0,0,0,1,6,6
22,12.333333333333332,1.0,0,0,0,1,6,6
24,13.0,1.0,0,0,0,1,6,6
20,5.75,0.4,0,0,1,1,5,5
20,12.833333333333334,1.0,0,1,0,1,6,6
18,12.88095238095238,0.9285714285714286,0,1,0,1,7,7
53,12.0,0.8,0,0,1,1,5,5
20,11.583333333333332,0.8333333333333334,0,0,1,1,6,6
38,5.0,0.1,0,0,0,0,5,5
18,12.212936507936508,0.8660714285714286,0,1,0,1,7,8
21,14.469841269841272,1.0,0,0,0,1,7,8
29,0.0,0.0,1,0,1,1,5,5
21,11.675,0.9,0,0,0,1,5,5
21,11.0,0.4,1,0,0,1,5,5
25,12.368571428571428,0.7857142857142857,0,1,0,1,7,7
40,0.0,0.0,0,0,1,0,5,5
25,11.833333333333332,0.30000000000000004,0,0,0,0,5,5
21,0.0,0.0,0,1,1,1,0,0
19,11.291666666666668,0.7,0,0,0,1,5,5
19,12.15,0.7,0,0,1,1,5,5
19,14.75,1.0,0,1,0,1,6,6
18,11.083333333333334,1.0,0,1,0,1,6,6
21,0.0,0.0,0,0,0,1,6,6
20,13.166666666666668,1.0,0,1,1,1,6,6
20,0.0,0.0,0,0,0,1,6,6
19,11.75,0.5833333333333333,0,0,1,1,6,6
19,15.1035,1.0,0,1,0,1,7,8
53,11.733333333333334,0.9615384615384616,0,0,0,1,15,13
19,13.666666666666668,1.0,0,0,0,1,6,6
21,13.1375,0.6777777777777778,0,0,0,1,10,9
19,0.0,0.0,0,0,1,1,0,0
18,13.01125,1.0,0,1,0,1,8,8
20,11.8125,0.7857142857142857,0,0,1,1,7,7
19,13.125,1.0,1,0,0,1,12,11
19,13.2,0.8571428571428571,0,0,1,1,7,7
20,11.5,0.6,0,0,1,1,5,5
50,0.0,0.0,1,0,0,0,6,5
59,0.0,0.0,0,0,1,0,5,5
19,12.738888888888887,1.0,0,0,0,1,7,8
19,0.0,0.0,1,0,1,1,0,0
20,15.741071428571429,1.0,0,1,0,1,6,6
19,13.7,0.8571428571428571,0,0,1,1,7,7
19,13.9475,1.0,0,1,0,1,8,8
70,0.0,0.0,1,0,1,1,5,5
19,11.982142857142858,0.9285714285714286,0,0,0,1,7,7
20,11.875,0.8333333333333333,0,0,0,1,6,6
35,13.316666666666666,0.8333333333333334,0,0,1,1,6,6
38,14.125,0.8333333333333333,0,0,0,1,6,6
24,12.101648351648354,0.930952380952381,0,0,0,1,15,14
34,5.5,0.1,0,0,1,1,5,5
19,12.803571428571429,1.0,0,1,0,1,6,6
25,11.714285714285715,0.5857142857142856,1,0,1,1,10,7
19,12.357142857142858,0.875,0,1,0,1,8,8
34,0.0,0.0,0,0,0,0,6,6
29,12.5,0.6000000000000001,1,0,0,1,5,5
19,12.458333333333332,0.5833333333333333,0,0,1,1,6,6
18,12.939583333333333,0.9285714285714286,0,0,1,1,7,8
20,12.479166666666668,1.0,0,0,0,1,7,8
19,11.583333333333332,0.5833333333333333,0,0,0,1,6,6
22,0.0,0.0,0,0,1,1,0,0
21,13.142857142857142,1.0,0,0,0,1,6,6
18,12.7,1.0,0,0,1,1,5,5
34,11.2,1.0,0,0,0,0,5,5
34,11.966666666666667,0.7142857142857142,0,0,1,1,7,7
20,12.05,0.75,0,0,1,1,6,6
24,16.315079365079363,1.0,0,0,0,1,7,8
20,13.087499999999999,0.7946428571428572,0,0,1,1,7,8
18,12.107142857142858,0.9285714285714286,0,0,0,1,7,7
32,13.770535714285714,1.0,0,0,1,1,7,8
21,12.0,1.0,0,1,0,1,6,6
18,13.25,1.0,0,1,1,1,6,6
18,12.6025,0.8660714285714286,0,0,0,1,7,8
20,14.014285714285714,0.875,0,0,0,1,8,8
23,0.0,0.0,0,0,1,1,6,6
18,14.75,1.0,1,1,0,1,6,6
18,16.299999999999997,1.0,0,0,0,1,5,5
18,12.5,1.0,0,1,0,1,6,6
54,14.023809523809524,0.9166666666666667,0,0,1,1,6,6
21,12.133333333333333,0.6666666666666667,0,0,0,1,6,6
20,0.0,0.0,0,0,1,1,5,5
18,11.833333333333332,0.8333333333333333,0,1,0,1,6,6
19,11.45,0.7,0,0,1,1,5,5
20,11.616666666666667,0.8,0,0,1,1,5,5
18,14.5,0.75,0,0,0,1,6,6
19,13.666666666666668,0.9166666666666667,0,0,1,1,6,6
19,12.2,1.0,0,0,1,1,7,7
18,13.073571428571428,0.8660714285714286,0,0,0,1,7,8
19,12.45,0.7,0,1,0,1,5,5
19,12.297619047619047,0.9166666666666667,0,0,0,1,6,6
46,12.575,0.75,0,0,0,1,6,6
27,13.833333333333332,0.5,1,0,0,1,5,5
18,12.583333333333332,0.8571428571428571,0,0,0,1,7,7
19,11.583333333333332,1.0,0,0,0,1,6,6
19,13.75,1.0,0,1,1,1,6,6
20,11.45,0.9166666666666667,1,1,0,1,6,6
18,12.93375,1.0,0,0,0,1,8,8
18,11.85,0.75,1,0,0,1,6,6
18,10.933333333333334,0.9166666666666667,0,1,1,1,6,6
19,13.333333333333334,0.8571428571428571,0,0,0,1,7,7
20,14.4,1.0,0,0,0,1,5,5
26,11.67,0.6696428571428572,0,0,0,1,7,8
21,12.516666666666666,0.8333333333333334,1,0,0,1,6,6
18,13.583333333333332,0.9166666666666667,0,0,1,1,6,6
20,12.711607142857144,1.0,0,0,0,1,7,8
18,13.11,1.0,0,0,0,1,8,8
18,12.5,0.9,0,1,0,1,5,5
32,0.0,0.0,1,0,1,1,5,5
51,5.625,0.3333333333333333,1,0,0,0,6,6
18,0.0,0.0,1,1,0,1,0,0
29,11.666666666666668,0.30000000000000004,1,0,1,0,5,5
28,13.428571428571427,1.0,0,0,0,0,5,5
18,11.0,0.41666666666666663,0,0,0,1,6,6
18,14.35,0.8571428571428571,0,1,0,1,7,7
28,13.416666666666666,1.0,0,0,1,1,6,6
18,6.0,0.2857142857142857,0,0,0,1,7,8
19,14.571428571428571,1.0,0,1,0,1,6,6
18,0.0,0.0,0,0,1,1,6,6
23,13.9,0.9,0,0,1,1,5,5
20,10.933333333333334,0.9166666666666667,0,0,1,1,6,6
20,0.0,0.0,0,0,0,0,5,5
19,13.0,0.5833333333333334,1,0,1,1,6,6
18,12.628571428571428,0.875,0,0,0,1,8,8
18,13.585714285714284,0.875,0,1,0,1,8,8
18,11.428571428571429,0.9166666666666667,1,0,0,1,6,6
18,12.5,1.0,1,1,0,1,7,7
19,12.764285714285714,0.875,0,0,0,1,8,8
19,12.583333333333334,1.0,0,1,0,1,6,6
44,6.0,0.2857142857142857,1,0,1,1,7,6
36,11.916666666666668,0.5,0,0,0,1,7,7
20,14.399999999999999,1.0,0,0,1,1,5,5
18,12.571428571428571,1.0,0,0,0,1,6,6
53,13.088235294117645,0.9166666666666666,0,0,0,1,18,18
20,11.65,0.9166666666666667,0,0,0,1,6,6
20,6.6,0.4166666666666667,0,0,0,1,6,6
20,13.31357142857143,0.9375,1,1,0,1,7,8
35,0.0,0.0,0,0,0,1,7,6
18,13.833333333333332,0.9166666666666667,0,0,0,1,6,6
18,6.5,0.2,1,0,1,1,5,5
19,12.3,0.875,0,0,0,1,8,8
18,12.242857142857144,0.875,0,0,0,1,8,8
19,14.166666666666668,1.0,0,1,0,1,6,6
19,13.75154761904762,0.8660714285714286,0,0,0,1,7,8
19,11.666666666666668,0.5833333333333334,0,1,0,1,6,6
18,5.25,0.16666666666666666,0,0,0,1,6,6
18,0.0,0.0,1,0,0,1,6,6
22,11.814285714285713,1.0,0,0,0,0,15,14
18,13.496666666666668,0.75,0,0,1,1,8,8
18,13.314285714285717,0.875,0,0,0,1,8,8
18,17.35625,1.0,0,0,0,1,7,8
19,6.0,0.3333333333333333,1,0,1,1,6,6
20,13.908303571428572,0.9375,0,1,0,1,7,8
24,15.5,0.6666666666666666,0,1,1,1,6,6
24,15.333333333333332,0.6666666666666666,0,0,0,1,6,6
18,11.654761904761905,1.0,0,0,0,1,6,6
18,0.0,0.0,0,0,0,1,0,0
18,13.331428571428573,0.875,0,1,1,1,8,8
49,11.61111111111111,0.6666666666666667,0,0,1,1,12,12
19,12.633333333333333,0.8,0,0,1,1,5,5
38,11.99625,0.6428571428571428,1,0,1,1,7,7
18,15.583333333333332,1.0,0,0,1,1,6,6
39,13.977272727272728,1.0,0,0,0,0,11,8
33,0.0,0.0,0,0,0,0,5,5
19,11.0,0.5833333333333333,0,0,1,1,6,6
18,13.696428571428571,0.9166666666666667,0,1,0,1,6,6
18,13.033333333333331,0.8571428571428571,0,0,0,1,7,7
20,11.857142857142858,0.8333333333333334,0,0,1,1,6,6
40,10.725,0.7125,0,0,1,0,5,8
21,12.916666666666668,0.75,0,0,1,1,6,6
20,13.0,0.9166666666666667,0,1,1,1,6,6
19,11.25,0.25,0,0,1,1,6,6
29,7.0,0.08333333333333333,0,0,1,1,6,6
19,0.0,0.0,0,0,0,1,7,8
19,0.0,0.0,0,0,0,1,6,6
21,13.136363636363637,0.8321678321678322,0,0,0,1,13,11
18,12.475,0.75,0,0,1,1,6,6
19,12.183333333333332,0.8571428571428571,0,0,0,1,7,7
18,15.527922077922078,1.0,0,0,0,1,7,8
20,0.0,0.0,0,0,0,1,0,0
21,15.226190476190476,1.0,1,0,1,1,6,6
34,12.914285714285715,1.0,0,0,1,0,5,5
29,11.848901098901099,0.9333333333333333,0,0,0,1,15,14
18,13.6,1.0,0,0,1,1,5,5
18,13.450396825396826,1.0,0,1,0,1,7,8
19,11.5,0.9,1,0,1,1,5,5
18,0.0,0.0,0,0,1,1,0,0
20,13.047619047619047,0.9166666666666667,0,0,0,1,6,6
18,11.98333333333333,0.8571428571428571,0,0,0,1,7,7
36,0.0,0.0,0,0,1,1,0,0
35,0.0,0.0,0,0,0,1,5,5
43,11.15,0.5,1,0,1,0,5,5
20,6.5,0.07142857142857142,0,1,1,1,7,7
32,0.0,0.0,0,0,0,1,6,6
27,12.416666666666668,1.0,0,0,0,0,6,6
18,12.233333333333334,0.9166666666666667,0,0,0,1,6,6
21,12.479166666666668,0.8571428571428572,0,0,1,1,7,7
29,0.0,0.0,1,0,1,0,6,5
20,11.675,0.6666666666666666,0,1,0,1,6,6
19,13.416666666666666,0.8571428571428571,0,1,0,1,7,7
19,13.7,1.0,0,0,0,1,5,5
22,11.083333333333332,0.5,1,0,1,0,5,5
18,12.125,0.75,0,0,0,1,6,6
25,11.301282051282051,0.861904761904762,0,0,1,1,15,14
20,0.0,0.0,0,0,1,1,6,6
43,0.0,0.0,0,0,1,1,5,5
20,14.464285714285715,1.0,0,1,0,1,6,6
20,11.9,0.75,0,0,0,1,6,6
20,14.757142857142856,1.0,0,0,1,1,5,5
18,13.2375,0.8333333333333333,0,0,0,1,6,6
34,11.705714285714285,0.875,0,0,0,1,8,8
18,12.0,1.0,0,0,1,1,6,6
31,11.333333333333332,0.55,1,0,1,1,4,5
46,0.0,0.0,0,0,0,0,5,5
20,12.821428571428571,0.8174603174603174,0,0,1,1,7,9
18,12.583333333333332,0.9166666666666667,0,1,1,1,6,6
27,12.125,0.5833333333333333,0,0,0,0,6,6
20,12.958333333333332,0.9,0,0,0,1,5,5
21,12.414285714285716,0.875,0,0,0,1,8,8
39,0.0,0.0,1,0,0,0,5,5
18,11.5,0.6666666666666666,1,0,0,1,6,6
23,11.133333333333333,0.8,0,0,0,1,5,5
20,11.633333333333333,0.9166666666666667,0,0,0,1,6,6
20,12.833333333333332,0.9166666666666667,0,0,0,1,6,6
18,14.066666666666666,0.9,0,0,0,1,5,5
19,12.895833333333332,0.6666666666666667,1,0,0,1,6,6
20,0.0,0.0,0,0,0,1,6,6
32,16.0,0.5,0,0,0,1,3,3
18,14.314285714285717,0.875,0,1,1,1,8,8
19,0.0,0.0,1,0,1,1,6,6
23,0.0,0.0,0,0,0,1,5,5
24,11.083333333333332,0.3333333333333333,0,0,0,1,6,6
18,14.083333333333332,1.0,0,0,1,1,6,6
50,0.0,0.0,0,0,0,0,5,5
18,14.29722222222222,1.0,0,0,0,1,7,8
23,11.15,0.9,0,0,0,0,5,5
24,12.5,0.8333333333333333,0,1,0,0,6,6
19,11.4,0.875,0,1,0,1,8,8
20,11.0,0.5,0,0,0,1,5,5
25,14.805714285714286,0.875,0,0,0,1,8,8
18,12.25,0.75,1,0,0,1,6,6
35,5.625,0.21428571428571427,1,0,1,1,7,7
24,7.25,0.2,0,0,1,1,5,5
30,0.0,0.0,1,0,0,1,6,6
18,13.80952380952381,1.0,0,1,0,1,6,6
20,13.871428571428572,0.8660714285714286,0,0,0,1,7,8
19,12.25,0.75,1,1,0,1,6,6
18,13.05375,1.0,0,0,1,1,8,8
33,0.0,0.0,0,0,1,1,6,5
28,13.5,0.8695652173913043,0,1,1,1,23,23
19,12.797619047619047,1.0,0,0,1,1,6,6
18,13.770833333333332,1.0,0,0,0,1,5,5
50,10.75,0.5,0,0,0,0,5,5
21,6.25,0.5,0,0,0,1,2,7
21,15.951923076923077,1.0,0,1,0,1,6,6
19,13.916666666666668,1.0,0,0,0,1,6,6
19,12.575,0.9166666666666667,0,0,0,1,6,6
20,0.0,0.0,1,0,0,1,6,6
19,5.75,0.2,1,1,0,1,5,5
18,12.583333333333332,0.7,0,1,0,1,5,5
30,12.16904761904762,0.96875,0,0,0,1,16,13
21,13.285714285714285,1.0,0,0,0,1,6,6
22,12.0,0.75,1,0,0,1,6,6
21,14.008928571428571,1.0,0,1,0,1,6,6
20,11.922569444444445,1.0,0,1,0,1,7,8
20,0.0,0.0,0,0,0,1,0,0
19,11.488095238095237,1.0,0,0,0,1,6,6
18,12.988095238095237,1.0,0,1,0,1,6,6
23,12.928571428571429,0.9166666666666667,0,1,1,1,6,6
19,0.0,0.0,1,1,0,1,5,5
18,14.571428571428573,1.0,0,0,1,1,6,6
19,12.718055555555555,1.0,1,0,1,1,7,8
45,6.083333333333333,0.25,1,0,0,1,10,8
18,12.625,0.7,0,0,0,1,5,5
22,14.55,0.9,0,0,1,1,5,5
27,14.435064935064936,0.8472222222222222,0,0,0,1,12,9
19,11.98857142857143,0.875,0,0,0,1,8,8
27,0.0,0.0,0,0,0,1,7,8
24,12.333333333333332,0.4,0,0,1,1,5,5
18,12.694285714285714,0.875,0,1,0,1,8,8
21,12.3625,0.7410714285714286,0,0,1,1,7,8
36,13.385714285714286,0.9166666666666667,0,0,1,1,6,6
31,14.616666666666667,1.0,0,0,1,0,5,5
24,16.0,0.30952380952380953,1,0,1,1,6,7
19,14.714285714285715,1.0,0,0,0,1,6,6
21,11.7,0.8333333333333334,0,0,1,1,6,6
20,0.0,0.0,0,1,0,1,6,6
39,14.4,0.9166666666666667,0,1,0,1,6,6
20,12.857142857142858,0.8333333333333333,0,0,1,1,6,6
18,14.410714285714285,0.9,0,1,0,1,5,5
24,0.0,0.0,0,0,1,0,5,5
19,12.375,0.8333333333333333,0,0,0,1,6,6
21,13.98611111111111,0.797979797979798,0,1,1,1,11,9
29,11.458333333333332,0.7,0,0,1,1,5,5
21,12.217171717171716,0.9444444444444444,0,0,0,1,11,9
18,13.0,0.9166666666666667,0,1,0,1,6,6
20,12.466666666666667,1.0,0,0,0,1,5,5
20,11.2,0.8333333333333334,0,0,0,1,6,6
18,14.1,0.9,0,0,1,1,5,5
21,14.399999999999999,0.8333333333333334,0,0,1,1,6,6
20,0.0,0.0,0,0,1,1,0,0
23,0.0,0.0,0,0,1,1,6,6
21,12.440909090909091,0.875,0,0,1,1,12,12
20,12.2,0.8333333333333334,0,0,1,1,6,6
20,11.583333333333332,0.9285714285714286,0,1,1,1,7,6
20,6.166666666666667,0.25,1,0,0,1,6,6
34,13.166666666666668,0.8333333333333334,1,0,0,1,6,6
18,16.63888888888889,1.0,0,1,0,1,7,8
18,12.6875,0.75,1,0,1,1,6,6
20,12.928571428571429,1.0,0,1,0,1,6,6
24,10.9,0.7,0,0,0,1,5,5
21,13.416666666666668,1.0,0,1,0,1,6,6
20,13.21875,1.0,0,1,0,1,7,8
28,0.0,0.0,1,0,0,1,6,6
19,12.56875,1.0,0,1,0,1,7,8
27,13.2625,0.5,0,0,0,1,7,7
18,12.5,1.0,0,0,0,1,6,6
18,0.0,0.0,1,0,1,1,0,0
19,12.333333333333332,1.0,0,0,0,1,6,6
18,11.375,0.7,1,0,0,1,5,5
18,11.5,0.25,0,0,0,1,6,6
21,12.098214285714285,1.0,0,1,0,1,6,6
53,12.5,0.25757575757575757,0,0,1,1,11,9
20,12.020833333333332,1.0,0,1,1,1,5,5
30,12.404761904761905,1.0,0,0,0,0,9,7
18,14.042857142857144,1.0,0,0,1,1,5,5
18,12.916666666666666,1.0,0,0,0,1,6,6
23,12.071428571428571,0.8333333333333334,0,0,1,1,6,6
24,0.0,0.0,1,0,1,1,6,6
20,13.835164835164836,0.8472222222222222,1,1,0,1,12,9
19,14.5,0.9166666666666667,0,0,0,1,6,6
18,14.303571428571429,0.9,0,0,0,1,5,5
20,11.6,0.9166666666666667,0,0,0,1,6,6
18,12.0,0.8333333333333334,0,0,0,1,6,6
34,16.3,1.0,0,0,1,0,5,5
23,11.181818181818182,0.7928571428571429,1,0,1,0,15,14
19,11.166666666666668,1.0,0,1,0,0,6,6
19,13.333333333333332,1.0,1,1,1,1,6,6
22,13.57857142857143,0.75,0,0,1,1,18,12
24,12.666666666666668,1.0,0,1,0,1,6,6
18,13.0,0.5,0,0,1,1,5,5
23,12.88625,1.0,0,0,0,1,8,8
36,11.5,1.0,0,1,1,1,5,5
19,10.875,0.6666666666666666,0,0,0,0,6,6
18,0.0,0.0,0,0,1,1,0,0
43,13.95,1.0,0,0,1,1,5,5
20,13.170454545454547,0.9545454545454546,1,0,0,1,12,11
18,12.2,0.8333333333333334,1,0,0,1,6,6
18,0.0,0.0,1,0,1,1,6,6
18,11.333333333333332,0.6000000000000001,0,0,0,1,5,5
19,0.0,0.0,0,0,0,1,0,0
21,12.1,0.9,0,1,0,1,5,5
24,12.416666666666668,0.5,1,0,1,1,5,5
42,12.100000000000001,0.8333333333333334,0,0,1,1,6,6
18,13.523809523809524,0.9166666666666667,0,0,1,1,6,6
18,6.625,0.4,0,0,0,1,5,5
42,12.211538461538462,1.0,1,0,0,1,13,12
18,14.246031746031747,0.9166666666666667,0,1,0,1,6,6
19,12.625,0.6666666666666666,0,0,0,1,6,6
21,6.875,0.4,0,0,0,1,5,5
30,13.325,0.9,0,0,1,1,5,5
19,12.416666666666668,1.0,0,0,0,1,6,6
20,6.4,0.3333333333333333,0,0,1,1,6,6
20,0.0,0.0,0,0,0,1,6,5
18,11.75,0.8,0,1,1,1,5,5
24,12.916666666666668,0.5,0,0,0,0,5,5
26,11.859285714285715,0.7321428571428572,0,1,0,1,7,8
19,12.64654761904762,0.8660714285714286,0,0,0,1,7,8
19,14.2,1.0,0,1,0,1,5,5
18,12.082857142857142,0.875,0,1,0,1,8,8
19,13.70547619047619,0.8660714285714286,0,0,0,1,7,8
19,14.36,0.875,0,1,0,1,8,8
20,14.65982142857143,1.0,0,0,0,1,7,8
18,15.142857142857142,1.0,0,0,0,1,6,6
18,11.833333333333334,0.8571428571428571,0,0,1,1,7,7
40,11.75,0.7,0,0,1,0,5,5
18,12.808333333333334,0.9375,0,1,0,1,7,8
21,12.75,0.9285714285714286,1,0,0,1,7,7
19,13.738095238095237,1.0,0,1,0,1,6,6
18,12.125,1.0,0,1,1,1,5,5
20,0.0,0.0,1,0,1,1,0,0
23,12.125,0.41666666666666663,0,0,1,1,6,6
34,14.0,0.30000000000000004,1,1,1,1,5,5
18,13.319722222222222,1.0,0,0,0,1,7,8
20,12.98125,1.0,0,1,0,1,8,8
19,12.545714285714286,0.875,0,0,0,1,8,8
18,11.952380952380953,1.0,0,0,0,1,6,6
20,11.9,0.75,0,0,1,1,6,6
25,11.75,0.8,0,0,0,0,5,5
20,13.166666666666668,1.0,0,0,0,1,6,6
19,13.066666666666668,0.75,0,0,0,1,8,8
21,13.267857142857142,0.8333333333333333,0,0,1,1,6,6
23,12.17142857142857,0.746031746031746,0,0,1,1,7,9
19,12.133333333333333,0.8,0,1,0,1,5,5
28,11.75,0.8,0,0,0,0,5,5
19,13.261904761904763,1.0,0,0,0,1,6,6
19,10.875,0.7,1,0,1,1,5,5
19,0.0,0.0,0,0,1,1,6,6
21,0.0,0.0,1,0,0,1,6,6
19,0.0,0.0,0,0,0,1,6,6
29,12.925,0.5,1,0,0,0,5,5
18,11.625,0.6666666666666666,0,1,0,1,6,6
39,12.412698412698411,1.0,0,1,0,0,9,7
20,13.399999999999999,0.8035714285714286,0,0,0,1,7,8
18,11.125,0.75,0,0,0,1,6,6
18,12.083333333333332,0.6666666666666666,1,1,0,1,6,6
18,8.0,0.125,0,0,0,1,2,4
39,6.333333333333333,0.25,0,0,0,1,6,6
19,11.25,0.41666666666666663,0,0,1,1,6,6
19,12.166666666666666,1.0,0,0,1,1,6,6
23,14.795454545454547,1.0,0,0,0,1,11,6
18,15.680357142857144,1.0,0,1,0,1,7,8
18,15.488095238095237,1.0,0,1,0,1,6,6
21,12.916666666666668,1.0,0,1,1,1,6,6
18,11.166666666666666,0.5,0,0,0,1,6,6
21,11.816666666666666,0.8333333333333334,0,0,0,1,6,6
19,11.4,0.8333333333333334,0,1,0,1,6,6
18,12.80952380952381,1.0,0,1,1,1,6,6
20,12.00875,0.8660714285714286,0,0,0,1,7,8
19,14.15,0.8571428571428571,0,1,0,1,7,7
24,0.0,0.0,0,0,0,1,5,5
29,12.041666666666668,0.5,1,0,0,1,6,6
18,5.5,0.25,0,0,0,1,6,6
29,6.166666666666667,0.3,1,0,0,1,5,5
24,12.18,0.6696428571428572,1,1,0,1,7,8
23,12.07,0.7857142857142857,0,0,1,1,7,7
41,12.825,0.8928571428571428,0,0,0,1,14,10
34,5.0,0.1,0,0,1,1,5,5
34,12.0,1.0,0,0,0,0,6,6
21,14.541666666666668,0.9166666666666667,0,0,1,1,6,6
19,11.625,0.5833333333333333,0,0,0,1,6,6
19,14.083333333333332,1.0,0,0,0,1,6,6
22,10.875,0.41666666666666663,0,0,1,1,6,6
19,13.0,1.0,0,1,0,1,12,11
18,11.571428571428573,1.0,0,1,0,1,6,6
18,15.642777777777777,1.0,0,1,0,1,7,8
18,10.375,0.6000000000000001,0,0,0,1,5,5
18,11.583333333333334,0.6666666666666667,0,0,0,1,6,6
18,0.0,0.0,0,1,0,1,0,0
21,0.0,0.0,0,0,0,1,0,0
18,15.083333333333332,0.9166666666666667,0,0,0,1,6,6
20,0.0,0.0,0,0,1,1,6,6
24,6.0,0.1,0,0,1,0,5,5
20,11.357142857142858,0.9166666666666667,0,1,1,1,6,6
24,12.625,0.5,0,0,1,1,6,6
21,13.514285714285714,0.875,0,1,0,1,8,8
20,12.083333333333334,1.0,0,1,0,1,6,6
20,15.028571428571428,0.875,0,0,1,1,8,8
38,10.916666666666668,0.3571428571428571,1,0,0,1,7,7
36,11.46875,0.9583333333333333,0,0,0,0,12,12
21,13.25,1.0,0,1,0,1,6,6
30,12.533333333333333,1.0,0,0,0,0,5,5
19,10.833333333333332,0.7,0,0,0,1,5,5
18,0.0,0.0,0,0,1,1,6,6
18,10.3,0.5833333333333334,1,0,0,1,6,6
18,5.5,0.08333333333333333,0,0,0,1,6,6
39,0.0,0.0,1,0,0,1,6,6
23,0.0,0.0,0,0,1,1,5,5
37,0.0,0.0,1,0,0,1,5,5
20,13.024285714285714,0.875,0,1,1,1,8,8
23,12.5,1.0,0,0,1,1,6,6
20,13.333333333333334,1.0,0,0,0,1,6,6
17,0.0,0.0,0,0,1,1,0,0
20,12.75,1.0,0,1,1,1,6,6
19,12.153846153846153,0.9583333333333333,0,0,1,1,12,12
22,0.0,0.0,0,0,1,1,6,6
20,13.585714285714285,0.9166666666666667,0,0,0,1,6,6
21,10.0,0.2,0,0,1,1,5,5
19,13.75,0.9166666666666667,0,1,0,1,6,6
21,12.125,0.75,1,0,1,1,6,6
20,10.883333333333333,0.8333333333333334,0,1,0,1,6,6
18,12.516666666666666,0.8571428571428571,0,0,0,1,7,7
19,5.0,0.08333333333333333,1,0,0,1,6,6
20,14.75,1.0,0,1,0,1,6,6
20,15.928571428571429,1.0,0,1,0,1,6,6
18,12.857142857142858,0.875,0,0,0,1,8,8
19,13.166666666666668,0.8333333333333334,0,0,1,1,6,6
19,12.4,0.8333333333333334,0,0,0,1,6,6
20,12.575,0.9,0,0,1,1,5,5
18,12.5,0.6,1,0,0,1,5,5
20,16.75,1.0,0,0,1,1,6,6
19,11.333333333333332,1.0,0,0,0,1,6,6
18,5.5,0.4166666666666667,0,0,1,1,6,6
21,11.916666666666666,0.75,0,1,0,1,6,6
32,6.85,0.2857142857142857,1,0,0,1,7,7
18,13.666666666666668,1.0,1,0,0,1,6,6
18,14.048839285714285,1.0,0,1,0,1,7,8
20,0.0,0.0,0,1,0,1,0,0
